Chr	Start	End	Strand	Length
FBgn0036698	3L;3L;3L;3L	17055613;17056993;17057462;17057813	17055677;17057348;17057737;17058533	+;+;+;+	1418
FBgn0036696	3L;3L;3L	17044401;17044713;17045006	17044659;17044974;17045038	-;-;-	554
FBgn0011293	3L;3L	17023123;17023451	17023398;17023741	-;-	567
FBgn0036687	3L;3L;3L;3L;3L	17020348;17020885;17021700;17021998;17022560	17020817;17021646;17021925;17022486;17022856	-;-;-;-;-	2244
FBgn0036684	3L;3L;3L;3L;3L;3L;3L;3L;3L	16994717;16995677;16996015;16998270;16998525;16999739;17001516;17002222;17011389	16995615;16995946;16998184;16998457;16999547;17000012;17001747;17002360;17012565	-;-;-;-;-;-;-;-;-	6372
FBgn0036679	3L	16938330	16938952	-	623
FBgn0028693	3L	16583028	16584022	+	995
FBgn0052163	3L;3L	16587157;16587289	16587247;16588143	+;+	946
FBgn0042178	3L;3L;3L;3L;3L;3L;3L;3L	16595181;16596087;16596319;16597094;16598027;16598196;16599444;16599741	16595599;16596259;16597037;16597500;16598136;16599318;16599661;16600459	+;+;+;+;+;+;+;+	3888
FBgn0042177	3L;3L;3L;3L;3L;3L;3L;3L	16603053;16603774;16604006;16604781;16605714;16605883;16607131;16607428	16603277;16603946;16604724;16605187;16605823;16607005;16607348;16608146	+;+;+;+;+;+;+;+	3694
FBgn0025558	3L	16612486	16612950	+	465
FBgn0000414	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	16712126;16713660;16715441;16715573;16716231;16717607;16718022;16721087;16721258;16722064;16722258	16712934;16714320;16715511;16716169;16716837;16717840;16721016;16721190;16722001;16722193;16724575	+;+;+;+;+;+;+;+;+;+;+	9270
FBgn0036659	3L;3L;3L;3L	16733546;16734422;16737225;16738711	16733800;16734623;16738118;16739364	+;+;+;+	2005
FBgn0004108	3L;3L;3L;3L	16766072;16773520;16773714;16774430	16766540;16773642;16774366;16777465	+;+;+;+	4281
FBgn0036661	3L;3L;3L	16780100;16781463;16781664	16780790;16781585;16782419	+;+;+	1570
FBgn0036662	3L;3L;3L	16783010;16783256;16784878	16783245;16784712;16785246	+;+;+	2062
FBgn0021768	3L;3L;3L;3L;3L;3L	16804994;16808394;16808695;16809168;16818907;16819368	16805352;16808619;16808978;16809357;16819304;16819532	+;+;+;+;+;+	1622
FBgn0036666	3L;3L;3L;3L;3L;3L;3L	16842294;16842792;16842967;16843103;16843510;16843792;16844207	16842676;16842876;16843032;16843378;16843730;16844138;16844585	+;+;+;+;+;+;+	1757
FBgn0036668	3L;3L;3L;3L;3L;3L	16845386;16845568;16847161;16849377;16849635;16849835	16845509;16845889;16849314;16849576;16849772;16852350	+;+;+;+;+;+	5454
FBgn0003410	3L;3L;3L	16853751;16855919;16856297	16854525;16855984;16858712	+;+;+	3257
FBgn0036671	3L	16863164	16864989	+	1826
FBgn0003250	3L;3L	16852527;16861882	16853239;16862517	-;-	1349
FBgn0036667	3L;3L	16844568;16844920	16844862;16844991	-;-	367
FBgn0036665	3L;3L;3L;3L;3L	16809658;16810084;16810595;16811678;16828471	16810024;16810489;16810867;16812040;16829074	-;-;-;-;-	2013
FBgn0036663	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	16787573;16788662;16789459;16790999;16791391;16791581;16792649;16793076;16793274;16794499;16794837;16795251;16799045;16799484;16800072;16807533	16788543;16789320;16790943;16791330;16791524;16792586;16793007;16793206;16794437;16794665;16794839;16796337;16799172;16799954;16800189;16807731	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8414
FBgn0025582	3L;3L;3L	16785242;16786257;16786744	16786170;16786649;16786941	-;-;-	1520
FBgn0036660	3L;3L	16776531;16778215	16778153;16779736	-;-	3145
FBgn0004556	3L;3L;3L	16728496;16729837;16730712	16729776;16730657;16730818	-;-;-	2209
FBgn0043578	3L;3L	16727299;16727929	16727860;16727989	-;-	623
FBgn0040512	3L;3L;3L;3L	16671664;16671939;16673057;16673482	16671842;16672544;16673424;16673555	-;-;-;-	1227
FBgn0010223	3L;3L;3L;3L;3L	16662557;16663642;16664741;16665080;16667591	16663548;16663739;16664909;16665301;16667934	-;-;-;-;-	1825
FBgn0000017	3L;3L;3L;3L;3L;3L;3L;3L;3L	16615866;16626273;16626743;16626922;16627502;16628174;16628663;16631377;16646810	16625274;16626616;16626863;16627192;16628088;16628589;16629206;16631430;16647882	-;-;-;-;-;-;-;-;-	12819
FBgn0017572	3L	16613218	16615472	-	2255
FBgn0004465	3L;3L;3L	16610662;16610892;16611363	16610829;16611298;16612199	-;-;-	1412
FBgn0002284	3L;3L	16609400;16610230	16610154;16610418	-;-	944
FBgn0036648	3L;3L	16608138;16608699	16608642;16609347	-;-	1154
FBgn0036643	3L;3L	16586108;16586441	16586387;16587057	-;-	897
FBgn0042201	3L;3L	16318024;16318199	16318069;16318690	+;+	538
FBgn0040074	3L;3L	16331933;16332051	16331991;16332789	+;+	798
FBgn0260460	3L	16348074	16348782	+	709
FBgn0036620	3L;3L;3L;3L	16368389;16368608;16368905;16369148	16368549;16368835;16369078;16369518	+;+;+;+	934
FBgn0036624	3L;3L;3L;3L;3L;3L;3L	16386327;16386626;16387021;16389405;16389679;16389936;16390302	16386570;16386956;16389348;16389620;16389877;16390184;16390816	+;+;+;+;+;+;+	4082
FBgn0036627	3L	16394586	16396880	+	2295
FBgn0028399	3L;3L;3L;3L;3L;3L;3L	16412722;16413248;16413869;16414038;16414284;16414794;16415002	16412880;16413803;16413978;16414221;16414493;16414956;16415386	+;+;+;+;+;+;+	1767
FBgn0053158	3L;3L;3L;3L;3L;3L	16419597;16422040;16422533;16485437;16491510;16496444	16421977;16422469;16422646;16485621;16491718;16496560	+;+;+;+;+;+	3436
FBgn0003515	3L;3L;3L;3L;3L;3L;3L	16497651;16498246;16498404;16498726;16499769;16500070;16500228	16498067;16498295;16498540;16499691;16500010;16500170;16500460	+;+;+;+;+;+;+	2146
FBgn0036641	3L;3L	16580398;16581452	16581387;16581547	-;-	1086
FBgn0026061	3L;3L;3L;3L;3L;3L;3L	16563448;16564576;16564719;16565033;16565609;16572274;16573266	16564517;16564648;16564960;16565269;16565867;16572401;16573334	-;-;-;-;-;-;-	2078
FBgn0004569	3L;3L;3L;3L	16470386;16471580;16471821;16482681	16471511;16471751;16472374;16483650	-;-;-;-	2822
FBgn0027080	3L;3L;3L;3L	16417349;16417789;16418175;16418604	16417729;16418112;16418541;16419302	-;-;-;-	1771
FBgn0036629	3L;3L;3L;3L	16415292;16415862;16416315;16416786	16415801;16416248;16416725;16417177	-;-;-;-	1700
FBgn0036623	3L;3L;3L;3L;3L;3L;3L;3L	16381772;16382382;16382832;16383331;16383927;16384167;16385428;16385820	16382157;16382739;16382932;16383866;16384113;16384479;16385809;16385957	-;-;-;-;-;-;-;-	2401
FBgn0036622	3L;3L;3L;3L;3L;3L	16378974;16379270;16379700;16380471;16381129;16381298	16379209;16379627;16380235;16380642;16381181;16381570	-;-;-;-;-;-	1628
FBgn0036621	3L;3L;3L;3L	16370938;16374860;16377076;16378432	16374667;16377010;16377238;16378566	-;-;-;-	6179
FBgn0036619	3L	16365894	16367340	-	1447
FBgn0011693	3L;3L;3L	16353233;16353680;16354138	16353615;16354081;16354297	-;-;-	945
FBgn0036614	3L;3L;3L;3L;3L;3L;3L	16348747;16350025;16350289;16350493;16350710;16350833;16351120	16349810;16350205;16350431;16350647;16350773;16350952;16351951	-;-;-;-;-;-;-	2559
FBgn0044028	3L;3L;3L;3L	16023480;16029271;16029731;16030308	16023919;16029664;16030243;16032752	+;+;+;+	3792
FBgn0036560	3L;3L;3L;3L	16035485;16035678;16036352;16036777	16035636;16036291;16036701;16037227	+;+;+;+	1567
FBgn0005536	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	16051959;16052755;16062131;16062308;16063085;16063299;16063886;16064227;16065048;16066023;16066185;16066613;16068113;16070120;16070328;16070833;16071109;16073366;16075474;16076230;16076982;16077192;16077723;16078820;16080759	16052174;16053560;16062243;16062862;16063173;16063737;16063999;16064317;16065434;16066109;16066313;16066829;16068943;16070264;16070570;16070930;16071171;16073470;16075764;16076648;16077124;16077282;16077809;16079589;16082026	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7797
FBgn0036566	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	16090454;16091516;16092532;16092756;16093016;16093705;16093988;16094607;16094829;16095106;16096057	16090918;16091858;16092698;16092959;16093648;16093922;16094548;16094770;16095042;16096003;16096151	+;+;+;+;+;+;+;+;+;+;+	3962
FBgn0036568	3L;3L;3L	16097834;16097998;16098549	16097934;16098392;16100088	+;+;+	2036
FBgn0036569	3L;3L;3L;3L;3L;3L	16100280;16100528;16100860;16101117;16102394;16102786	16100469;16100804;16101064;16102310;16102730;16103482	+;+;+;+;+;+	2900
FBgn0010280	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	16113212;16113790;16114308;16115669;16116032;16117545;16118172;16118507;16119458;16119692;16119914	16113365;16114141;16114843;16115830;16116619;16118108;16118399;16119400;16119631;16119817;16121651	+;+;+;+;+;+;+;+;+;+;+	5516
FBgn0036571	3L;3L;3L;3L;3L	16122002;16122362;16122524;16125412;16125846	16122305;16122464;16125351;16125783;16126052	+;+;+;+;+	3814
FBgn0011016	3L;3L;3L	16129617;16129908;16130506	16129712;16130283;16130983	+;+;+	950
FBgn0036579	3L;3L;3L;3L	16229100;16229405;16229701;16230382	16229340;16229643;16230324;16231139	+;+;+;+	1862
FBgn0036581	3L;3L	16232084;16232380	16232323;16232777	+;+	638
FBgn0036585	3L;3L	16262740;16262923	16262848;16263247	+;+	434
FBgn0036589	3L;3L	16271282;16271425	16271351;16271918	+;+	564
FBgn0036597	3L;3L	16294711;16295472	16295408;16295547	-;-	774
FBgn0036587	3L	16265797	16268156	-	2360
FBgn0036584	3L	16255852	16257191	-	1340
FBgn0036583	3L	16249560	16252355	-	2796
FBgn0036580	3L;3L;3L	16231081;16231474;16231840	16231416;16231588;16232038	-;-;-	650
FBgn0036576	3L;3L;3L;3L;3L;3L;3L	16137802;16141327;16142040;16142202;16148408;16149290;16163669	16141264;16141915;16142128;16144036;16148958;16149309;16164701	-;-;-;-;-;-;-	7580
FBgn0003076	3L;3L;3L;3L	16126018;16126342;16128095;16128413	16126275;16127560;16128341;16128531	-;-;-;-	1843
FBgn0036570	3L;3L;3L	16103432;16104336;16105555	16104278;16105493;16105627	-;-;-	2078
FBgn0036565	3L;3L	16087627;16089764	16089708;16090392	-;-	2711
FBgn0015025	3L;3L	15816979;15817232	15817173;15818621	+;+	1585
FBgn0040230	3L;3L;3L;3L;3L;3L	15826888;15827946;15828319;15829186;15830016;15830271	15827096;15828051;15829037;15829877;15830205;15832004	+;+;+;+;+;+	3650
FBgn0036536	3L;3L;3L	15832464;15832856;15833410	15832787;15833344;15833947	+;+;+	1351
FBgn0036545	3L;3L;3L	15955096;15955388;15955611	15955314;15955547;15956465	+;+;+	1234
FBgn0036547	3L;3L	15958843;15959688	15959383;15960609	+;+	1463
FBgn0036549	3L;3L;3L	15968204;15968999;15969626	15968693;15969560;15969902	+;+;+	1329
FBgn0036550	3L;3L	15975368;15976099	15976041;15976428	+;+	1004
FBgn0036551	3L;3L	15976870;15977955	15977555;15978435	+;+	1167
FBgn0036552	3L;3L;3L	15978524;15979304;15979468	15979022;15979407;15980004	+;+;+	1140
FBgn0036553	3L;3L	15980100;15981185	15980953;15981888	+;+	1558
FBgn0000115	3L;3L;3L	15983135;15983378;15983863	15983280;15983594;15984362	+;+;+	863
FBgn0036557	3L;3L;3L	16005193;16005392;16005914	16005327;16005847;16006599	+;+;+	1277
FBgn0036556	3L;3L;3L;3L;3L;3L;3L	15992669;15995135;15995358;15995610;15999170;16003899;16004349	15995066;15995288;15995539;15995845;15999238;16004074;16004736	-;-;-;-;-;-;-	3603
FBgn0000212	3L;3L;3L;3L;3L;3L	15970082;15971294;15972159;15975226;15982123;15982268	15971233;15972085;15975096;15975249;15982211;15982869	-;-;-;-;-;-	5597
FBgn0000489	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	15925805;15927065;15927736;15927978;15928289;15928760;15946908;15952102;15954525;15954651	15926336;15927142;15927917;15928223;15928398;15928928;15947579;15952993;15954587;15954797	-;-;-;-;-;-;-;-;-;-	3091
FBgn0052150	3L;3L;3L;3L;3L	15837773;15839509;15839837;15840732;15843544	15838752;15839654;15839996;15841129;15844062	-;-;-;-;-	2203
FBgn0036538	3L;3L;3L;3L	15835693;15836780;15837092;15837257	15836248;15836929;15837128;15837482	-;-;-;-	969
FBgn0036537	3L;3L;3L	15833795;15834734;15835194	15834451;15834883;15835388	-;-;-	1002
FBgn0036500	3L;3L;3L	15498959;15499182;15499953	15499129;15499896;15500561	+;+;+	1495
FBgn0036501	3L;3L;3L	15500938;15502837;15503308	15501260;15503242;15503769	+;+;+	1191
FBgn0000565	3L;3L;3L;3L;3L	15511052;15511563;15511889;15512172;15512796	15511169;15511632;15512082;15512736;15513202	+;+;+;+;+	1354
FBgn0004396	3L;3L;3L;3L;3L;3L	15535395;15547876;15549549;15550147;15550864;15551080	15536455;15548086;15550045;15550596;15551007;15553214	+;+;+;+;+;+	4498
FBgn0036510	3L;3L	15563427;15564016	15563928;15565559	+;+	2046
FBgn0036512	3L;3L	15576570;15576762	15576702;15578674	+;+	2046
FBgn0036514	3L;3L	15580800;15581354	15581294;15583373	+;+	2515
FBgn0036515	3L;3L;3L;3L;3L	15583638;15583997;15584287;15584640;15584923	15583881;15584095;15584439;15584868;15585347	+;+;+;+;+	1150
FBgn0036518	3L;3L;3L;3L;3L;3L;3L	15588860;15600416;15600688;15601233;15601635;15604836;15606659	15589996;15600617;15600871;15601295;15603119;15605755;15609125	+;+;+;+;+;+;+	6458
FBgn0036522	3L;3L	15619901;15621659	15621600;15624130	+;+	4172
FBgn0036529	3L;3L;3L	15683872;15684752;15685622	15684315;15685529;15686598	+;+;+	2199
FBgn0010105	3L;3L	15721511;15727697	15723271;15728430	-;-	2495
FBgn0041160	3L;3L	15697594;15699202	15698460;15699850	-;-	1516
FBgn0036520	3L;3L;3L;3L;3L	15610631;15611249;15611479;15611820;15612763	15611189;15611417;15611723;15612561;15612828	-;-;-;-;-	1781
FBgn0036519	3L	15608707	15610386	-	1680
FBgn0036516	3L;3L;3L	15585431;15587005;15588055	15586600;15587867;15588175	-;-;-	2154
FBgn0036509	3L;3L	15560726;15562743	15562683;15563065	-;-	2281
FBgn0036505	3L;3L;3L;3L;3L	15521711;15522360;15522560;15522968;15523512	15522195;15522502;15522580;15523464;15524137	-;-;-;-;-	1772
FBgn0036502	3L;3L;3L;3L	15505188;15506227;15507473;15507799	15506148;15506345;15507566;15508252	-;-;-;-	1628
FBgn0026738	3L;3L	15503600;15504219	15504157;15504894	-;-	1234
FBgn0040805	3L;3L;3L;3L;3L;3L	15492964;15493469;15493940;15494567;15494760;15495239	15493330;15493581;15494277;15494658;15495004;15495549	-;-;-;-;-;-	1466
FBgn0029114	3L	15235619	15242832	+	7214
FBgn0036494	3L	15336692	15344315	+	7624
FBgn0036460	3L;3L;3L	14982835;14983913;14984211	14983850;14984120;14984486	+;+;+	1500
FBgn0002778	3L;3L;3L;3L;3L	14985100;14987412;14989849;14990146;14990830	14985154;14988249;14990067;14990741;14991667	+;+;+;+;+	2546
FBgn0036461	3L;3L;3L;3L	14992289;14994583;14996146;14996500	14992615;14994865;14996442;14997983	+;+;+;+	2391
FBgn0023174	3L;3L;3L	14999951;15000200;15000645	15000129;15000379;15001319	+;+;+	1034
FBgn0027088	3L	15095142	15097686	+	2545
FBgn0036479	3L;3L;3L;3L;3L;3L;3L	15113557;15114344;15114823;15115039;15115507;15115844;15116008	15114283;15114501;15114967;15115446;15115783;15115950;15116373	+;+;+;+;+;+;+	2188
FBgn0036480	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	15116737;15117021;15117474;15117661;15117911;15119375;15119648;15126216;15126494;15126703;15127017;15127466;15127745	15116959;15117095;15117600;15117813;15119306;15119585;15119763;15126341;15126647;15126827;15127409;15127651;15128029	+;+;+;+;+;+;+;+;+;+;+;+;+	3570
FBgn0036484	3L;3L	15144355;15144669	15144549;15146379	+;+	1906
FBgn0036485	3L;3L;3L;3L;3L;3L	15147137;15150506;15150812;15151468;15152370;15152620	15147402;15150710;15151001;15152184;15152553;15154395	+;+;+;+;+;+	3338
FBgn0036487	3L;3L;3L;3L	15159100;15159325;15159839;15160517	15159268;15159776;15160457;15161138	+;+;+;+	1862
FBgn0036488	3L;3L	15161817;15162257	15162133;15162470	+;+	531
FBgn0036489	3L;3L;3L;3L;3L	15160876;15161165;15162500;15162987;15163408	15161099;15161372;15162837;15163338;15163628	-;-;-;-;-	1343
FBgn0036486	3L;3L;3L;3L;3L	15154233;15154872;15155426;15157098;15157486	15154811;15155357;15157033;15157427;15158562	-;-;-;-;-	4080
FBgn0047178	3L;3L	15143063;15143797	15143710;15144059	-;-	911
FBgn0014002	3L;3L	15137738;15142300	15139524;15142840	-;-	2328
FBgn0036483	3L;3L;3L;3L;3L;3L	15131508;15133662;15134890;15135606;15136032;15136474	15133594;15134472;15135220;15135971;15136357;15136934	-;-;-;-;-;-	4382
FBgn0036481	3L;3L;3L;3L;3L	15119878;15121064;15122624;15124125;15125084	15120949;15121407;15123061;15124324;15125321	-;-;-;-;-	2292
FBgn0036476	3L;3L;3L	15090823;15094248;15094469	15093324;15094348;15094719	-;-;-	2854
FBgn0036463	3L;3L;3L;3L;3L;3L;3L;3L	15001238;15002727;15004353;15004669;15004948;15007935;15011193;15013839	15002624;15004292;15004494;15004874;15005062;15007990;15011764;15014062	-;-;-;-;-;-;-;-	4268
FBgn0036462	3L;3L;3L;3L;3L	14997981;14998180;14998796;14998961;14999537	14998118;14998622;14998896;14999285;14999666	-;-;-;-;-	1137
FBgn0003388	3L;3L;3L;3L;3L;3L;3L;3L;3L	14614458;14616458;14619433;14619830;14619918;14620578;14620813;14621181;14621473	14614930;14616712;14619727;14619860;14620512;14620755;14621052;14621396;14622205	+;+;+;+;+;+;+;+;+	3016
FBgn0036433	3L;3L;3L;3L;3L	14622796;14626841;14627020;14627335;14627556	14623033;14626894;14627126;14627495;14628174	+;+;+;+;+	1179
FBgn0041604	3L;3L;3L;3L;3L;3L;3L;3L	14632601;14664296;14664836;14667259;14667475;14669296;14669904;14670173	14633382;14664460;14665070;14667415;14667741;14669843;14670073;14671609	+;+;+;+;+;+;+;+	3761
FBgn0036437	3L;3L;3L	14684768;14685084;14685382	14685031;14685322;14685842	+;+;+	964
FBgn0036446	3L;3L;3L;3L	14762028;14763053;14763204;14763754	14762396;14763114;14763434;14767703	+;+;+;+	4612
FBgn0036450	3L;3L;3L;3L	14786791;14786934;14787093;14789319	14786881;14787018;14789213;14789665	+;+;+;+	2644
FBgn0036451	3L;3L;3L;3L;3L;3L;3L;3L	14789935;14790551;14791437;14791871;14792028;14792661;14793743;14798565	14790072;14790604;14791550;14791960;14792460;14793264;14798449;14801089	+;+;+;+;+;+;+;+	8665
FBgn0036454	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	14805136;14805563;14839218;14864837;14865003;14865242;14865717;14867394;14867921;14869397;14870544;14877327;14877563;14878084;14878334;14878883;14880206;14880594;14881345	14805490;14805629;14839307;14864930;14865173;14865379;14866839;14867705;14868194;14869717;14870860;14877480;14877680;14878276;14878580;14879561;14880516;14880838;14882224	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6089
FBgn0029148	3L;3L	14801328;14801840	14801779;14802168	-;-	781
FBgn0036449	3L;3L;3L;3L;3L;3L;3L;3L	14776496;14777106;14777339;14777678;14777933;14778111;14778340;14785919	14776985;14777241;14777607;14777766;14778041;14778277;14779022;14786412	-;-;-;-;-;-;-;-	2437
FBgn0036448	3L;3L;3L;3L;3L;3L;3L;3L;3L	14769341;14769837;14770012;14770255;14770497;14770690;14771749;14774758;14775912	14769778;14769956;14770199;14770436;14770625;14771682;14774691;14775507;14776129	-;-;-;-;-;-;-;-;-	5961
FBgn0053260	3L;3L;3L;3L;3L	14760520;14760967;14761292;14761640;14761784	14760904;14761074;14761552;14761726;14761844	-;-;-;-;-	902
FBgn0036436	3L;3L	14674538;14677406	14675452;14678147	-;-	1657
FBgn0036423	3L;3L;3L;3L;3L	14410626;14411081;14411500;14412035;14412256	14410901;14411272;14411810;14412184;14412732	+;+;+;+;+	1406
FBgn0026409	3L;3L;3L;3L;3L	14537651;14537726;14538004;14538729;14539553	14537702;14537848;14538421;14539069;14540441	+;+;+;+;+	1823
FBgn0040318	3L;3L;3L;3L	14583222;14590001;14595890;14597786	14584097;14590197;14596075;14599540	-;-;-;-	3014
FBgn0028418	3L	14560139	14560764	-	626
FBgn0036428	3L;3L;3L;3L;3L;3L	14540937;14542355;14542733;14547117;14549998;14550537	14542295;14542667;14542939;14547482;14550159;14550975	-;-;-;-;-;-	2846
FBgn0003459	3L;3L;3L	14402930;14408746;14409615	14406837;14408846;14409939	-;-;-	4334
FBgn0036415	3L;3L	14218204;14218345	14218290;14218974	+;+	717
FBgn0036417	3L;3L;3L	14236635;14237021;14238058	14236789;14238001;14238272	+;+;+	1351
FBgn0001085	3L;3L;3L;3L;3L	14274343;14304897;14311861;14317112;14366748	14275726;14305016;14312055;14317337;14368639	+;+;+;+;+	3817
FBgn0000411	3L;3L	14175610;14178569	14178492;14178620	-;-	2935
FBgn0042630	3L;3L;3L;3L;3L;3L;3L	14112405;14116266;14118445;14118631;14125086;14125390;14130558	14113602;14116360;14118572;14118697;14125249;14126198;14131324	-;-;-;-;-;-;-	3228
FBgn0036411	3L;3L;3L	14103481;14106542;14107808	14104887;14107158;14108118	-;-;-	2335
FBgn0000639	3L	14094589	14098053	-	3465
FBgn0029167	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	13846054;13846846;13847022;13847248;13847698;13847882;13848081;13848391;13848611;13848830;13849050;13849795;13850996;13851942;13852567;13853954;13854094;13854397;13855205;13855751;13856322;13856870;13858706;13858980;13859492;13859806	13846314;13846941;13847186;13847640;13847825;13847977;13848278;13848554;13848768;13848984;13849652;13850913;13851889;13852490;13853889;13854032;13854343;13855144;13855690;13856257;13856805;13858647;13858918;13859435;13859748;13860001	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11756
FBgn0036382	3L;3L;3L	13878994;13881771;13882639	13879095;13882188;13883056	+;+;+	938
FBgn0001108	3L;3L;3L;3L	13929387;13929651;13929780;13931746	13929541;13929715;13931198;13934656	+;+;+;+	4550
FBgn0052137	3L;3L;3L;3L;3L;3L;3L	13939250;13940670;13959529;13959889;13960622;13960923;13961173	13939458;13941475;13959825;13960077;13960687;13961103;13962647	+;+;+;+;+;+;+	3223
FBgn0001216	3L;3L;3L	13974061;13974453;13975717	13974410;13974775;13977761	+;+;+	2718
FBgn0036395	3L	13997191	13998055	+	865
FBgn0036398	3L;3L;3L;3L;3L;3L;3L;3L	14002127;14003193;14007237;14010031;14010697;14010996;14017693;14017946	14002379;14003415;14009717;14010587;14010895;14017627;14017881;14020148	+;+;+;+;+;+;+;+	12737
FBgn0036402	3L;3L;3L;3L;3L;3L	14031450;14031661;14032425;14032733;14032957;14033745	14031595;14032370;14032643;14032897;14033683;14034909	+;+;+;+;+;+	3132
FBgn0026418	3L;3L;3L;3L;3L;3L	14037019;14039048;14040064;14041427;14042159;14042448	14037750;14039999;14040594;14041522;14042359;14043686	+;+;+;+;+;+	3751
FBgn0036405	3L	14051206	14052469	+	1264
FBgn0013563	3L;3L;3L;3L;3L;3L;3L;3L;3L	14071892;14072135;14072382;14072759;14072932;14074577;14074836;14075710;14075876	14072060;14072261;14072485;14072873;14074518;14074773;14075459;14075813;14076123	+;+;+;+;+;+;+;+;+	3275
FBgn0036410	3L;3L	14083615;14083964	14083864;14086421	+;+	2708
FBgn0036406	3L	14052428	14053079	-	652
FBgn0036397	3L;3L	13999380;14001493	14001433;14001880	-;-	2442
FBgn0036396	3L	13997900	13999251	-	1352
FBgn0036391	3L;3L;3L;3L;3L;3L;3L;3L	13977905;13979348;13981099;13983104;13983440;13983677;13985121;13992829	13979207;13979640;13982852;13983280;13983601;13983823;13986168;13993400	-;-;-;-;-;-;-;-	5456
FBgn0025874	3L;3L	13962658;13964119	13964013;13964702	-;-	1940
FBgn0036386	3L;3L;3L	13925882;13927394;13928851	13927335;13928791;13929000	-;-;-	3002
FBgn0026376	3L;3L;3L;3L;3L;3L;3L;3L;3L	13906897;13909031;13909256;13909832;13910484;13913962;13919191;13921699;13924999	13908969;13909183;13909768;13910215;13910585;13914525;13919965;13922297;13925335	-;-;-;-;-;-;-;-;-	5500
FBgn0036381	3L;3L;3L;3L	13860027;13861919;13865317;13866603	13861798;13862153;13865435;13866905	-;-;-;-	2429
FBgn0036380	3L;3L;3L	13840197;13841390;13841623	13841315;13841530;13842240	-;-;-	1878
FBgn0036368	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	13450770;13459973;13460742;13461111;13461493;13461639;13461853;13462102;13462203;13462358;13462865;13463142;13463309;13463445;13463679;13465059	13451574;13460685;13461051;13461361;13461564;13461784;13462018;13462107;13462293;13462545;13463083;13463246;13463380;13463619;13464999;13465539	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5121
FBgn0036373	3L;3L;3L;3L;3L	13486797;13487563;13495627;13500900;13501283	13487007;13487730;13496146;13501214;13502492	+;+;+;+;+	2424
FBgn0036376	3L;3L;3L	13513254;13513858;13514863	13513792;13514801;13516276	+;+;+	2897
FBgn0036377	3L;3L	13516273;13519372	13518675;13519605	-;-	2637
FBgn0036372	3L;3L;3L;3L;3L	13483533;13484310;13484851;13485089;13485603	13484246;13484788;13485027;13485540;13486280	-;-;-;-;-	2500
FBgn0036369	3L;3L;3L;3L;3L;3L;3L;3L	13465552;13466944;13467344;13468020;13468953;13469136;13469777;13474297	13466888;13467139;13467871;13468894;13469069;13469213;13469862;13474787	-;-;-;-;-;-;-;-	3708
FBgn0036366	3L	13449187	13450283	-	1097
FBgn0023095	3L;3L;3L;3L;3L	13228692;13238675;13251154;13265180;13275562	13229140;13238714;13251211;13265392;13279642	+;+;+;+;+	4841
FBgn0036348	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	13349165;13349230;13349548;13350215;13351317;13352809;13353645;13353848;13354186;13354669	13349174;13349495;13350101;13351257;13352757;13353450;13353788;13354125;13354347;13354940	+;+;+;+;+;+;+;+;+;+	4812
FBgn0040813	3L;3L;3L	13356376;13356727;13357008	13356643;13356852;13357223	+;+;+	610
FBgn0001256	3L	13382765	13383999	+	1235
FBgn0036364	3L;3L;3L	13440910;13441197;13441627	13440980;13441279;13442420	+;+;+	948
FBgn0036365	3L;3L;3L;3L;3L;3L;3L;3L;3L	13442594;13443119;13443689;13444213;13444368;13446009;13446342;13447274;13448443	13442988;13443456;13444086;13444305;13445898;13446280;13446961;13448384;13449245	+;+;+;+;+;+;+;+;+	5561
FBgn0036360	3L;3L;3L	13428839;13430279;13434742	13430199;13430963;13435229	-;-;-	2534
FBgn0036359	3L;3L;3L	13425891;13426089;13426327	13426033;13426264;13426673	-;-;-	666
FBgn0052121	3L;3L;3L;3L;3L	13416576;13417929;13419087;13419981;13422322	13417856;13418983;13419410;13420125;13422336	-;-;-;-;-	2820
