RAWDATA	FLYBASE	SYMBOL
FBgn0265610	FBgn0265610	CG44428
FBgn0265611	FBgn0265611	asRNA:CR44429
FBgn0265612	FBgn0265612	lncRNA:CR44430
FBgn0265613	FBgn0265613	asRNA:CR44431
FBgn0265614	FBgn0265614	lncRNA:CR44432
FBgn0265623	FBgn0265623	Su(z)2
FBgn0265625	FBgn0265625	CG44433
FBgn0265626	FBgn0265626	CG44434
FBgn0265627	FBgn0265627	CG44435
FBgn0265629	FBgn0265629	CG44437
FBgn0265630	FBgn0265630	sno
FBgn0265631	FBgn0265631	CG44438
FBgn0265632	FBgn0265632	CG44439
FBgn0265633	FBgn0265633	lncRNA:CR44440
FBgn0265634	FBgn0265634	lncRNA:CR44441
FBgn0265635	FBgn0265635	lncRNA:CR44442
FBgn0265636	FBgn0265636	lncRNA:CR44443
FBgn0265637	FBgn0265637	lncRNA:CR44444
FBgn0265638	FBgn0265638	lncRNA:CR44445
FBgn0265639	FBgn0265639	lncRNA:CR44446
FBgn0265640	FBgn0265640	lncRNA:CR44447
FBgn0265641	FBgn0265641	lncRNA:CR44448
FBgn0265642	FBgn0265642	lncRNA:TS18
FBgn0265643	FBgn0265643	lncRNA:CR44450
FBgn0265644	FBgn0265644	lncRNA:CR44451
FBgn0265645	FBgn0265645	lncRNA:CR44452
FBgn0265646	FBgn0265646	lncRNA:CR44453
FBgn0265648	FBgn0265648	lncRNA:CR44455
FBgn0265649	FBgn0265649	lncRNA:CR44456
FBgn0265650	FBgn0265650	lncRNA:CR44457
FBgn0265651	FBgn0265651	lncRNA:CR44458
FBgn0265652	FBgn0265652	lncRNA:CR44459
FBgn0265653	FBgn0265653	lncRNA:CR44460
FBgn0265654	FBgn0265654	lncRNA:CR44461
FBgn0265655	FBgn0265655	lncRNA:CR44462
FBgn0265656	FBgn0265656	lncRNA:CR44463
FBgn0265657	FBgn0265657	lncRNA:CR44464
FBgn0265658	FBgn0265658	lncRNA:CR44465
FBgn0265659	FBgn0265659	lncRNA:CR44466
FBgn0265660	FBgn0265660	lncRNA:CR44467
FBgn0265661	FBgn0265661	lncRNA:CR44468
FBgn0265662	FBgn0265662	lncRNA:CR44469
FBgn0265663	FBgn0265663	lncRNA:CR44470
FBgn0265664	FBgn0265664	lncRNA:CR44471
FBgn0265665	FBgn0265665	lncRNA:CR44472
FBgn0265666	FBgn0265666	lncRNA:CR44473
FBgn0265667	FBgn0265667	lncRNA:CR44474
FBgn0265668	FBgn0265668	CG44475
FBgn0265669	FBgn0265669	CG44476
FBgn0265670	FBgn0265670	CG44477
FBgn0265671	FBgn0265671	lncRNA:CR44478
FBgn0265672	FBgn0265672	lncRNA:CR44479
FBgn0265673	FBgn0265673	lncRNA:CR44480
FBgn0265674	FBgn0265674	lncRNA:CR44481
FBgn0265675	FBgn0265675	lncRNA:CR44482
FBgn0265676	FBgn0265676	lncRNA:CR44483
FBgn0265677	FBgn0265677	lncRNA:CR44484
FBgn0265678	FBgn0265678	lncRNA:CR44485
FBgn0265679	FBgn0265679	lncRNA:CR44486
FBgn0265680	FBgn0265680	lncRNA:CR44487
FBgn0265681	FBgn0265681	lncRNA:CR44488
FBgn0265682	FBgn0265682	lncRNA:CR44489
FBgn0265683	FBgn0265683	lncRNA:CR44490
FBgn0265684	FBgn0265684	lncRNA:CR44491
FBgn0265685	FBgn0265685	lncRNA:CR44492
FBgn0265686	FBgn0265686	lncRNA:CR44493
FBgn0265687	FBgn0265687	lncRNA:CR44494
FBgn0265688	FBgn0265688	lncRNA:CR44495
FBgn0265689	FBgn0265689	lncRNA:CR44496
FBgn0265690	FBgn0265690	lncRNA:CR44497
FBgn0265691	FBgn0265691	lncRNA:CR44498
FBgn0265692	FBgn0265692	lncRNA:CR44499
FBgn0265693	FBgn0265693	lncRNA:CR44500
FBgn0265694	FBgn0265694	lncRNA:CR44501
FBgn0265695	FBgn0265695	lncRNA:CR44502
FBgn0265696	FBgn0265696	lncRNA:CR44503
FBgn0265697	FBgn0265697	lncRNA:CR44504
FBgn0265698	FBgn0265698	lncRNA:CR44505
FBgn0265699	FBgn0265699	lncRNA:CR44506
FBgn0265700	FBgn0265700	lncRNA:CR44507
FBgn0265701	FBgn0265701	lncRNA:CR44508
FBgn0265702	FBgn0265702	asRNA:CR44509
FBgn0265703	FBgn0265703	lncRNA:CR44510
FBgn0265704	FBgn0265704	lncRNA:CR44511
FBgn0265705	FBgn0265705	asRNA:CR44512
FBgn0265706	FBgn0265706	lncRNA:CR44513
FBgn0265707	FBgn0265707	lncRNA:CR44514
FBgn0265708	FBgn0265708	lncRNA:CR44515
FBgn0265709	FBgn0265709	lncRNA:CR44516
FBgn0265710	FBgn0265710	lncRNA:CR44517
FBgn0265711	FBgn0265711	lncRNA:CR44518
FBgn0265712	FBgn0265712	lncRNA:CR44519
FBgn0265713	FBgn0265713	lncRNA:CR44520
FBgn0265714	FBgn0265714	CG44521
FBgn0265715	FBgn0265715	lncRNA:CR44522
FBgn0265716	FBgn0265716	lncRNA:CR44523
FBgn0265717	FBgn0265717	lncRNA:CR44524
FBgn0265718	FBgn0265718	lncRNA:CR44525
FBgn0265719	FBgn0265719	lncRNA:CR44526
FBgn0265720	FBgn0265720	lncRNA:CR44527
FBgn0265721	FBgn0265721	lncRNA:CR44528
FBgn0265722	FBgn0265722	lncRNA:CR44529
FBgn0265723	FBgn0265723	lncRNA:CR44530
FBgn0265724	FBgn0265724	lncRNA:CR44531
FBgn0265725	FBgn0265725	CG44532
FBgn0265726	FBgn0265726	Nna1
FBgn0265727	FBgn0265727	lncRNA:CR44534
FBgn0265728	FBgn0265728	lncRNA:CR44535
FBgn0265729	FBgn0265729	lncRNA:CR44536
FBgn0265730	FBgn0265730	lncRNA:CR44537
FBgn0265731	FBgn0265731	lncRNA:CR44538
FBgn0265732	FBgn0265732	lncRNA:CR44539
FBgn0265733	FBgn0265733	lncRNA:CR44540
FBgn0265734	FBgn0265734	lncRNA:CR44541
FBgn0265735	FBgn0265735	lncRNA:CR44542
FBgn0265736	FBgn0265736	lncRNA:CR44543
FBgn0265737	FBgn0265737	lncRNA:CR44544
FBgn0265738	FBgn0265738	lncRNA:CR44545
FBgn0265739	FBgn0265739	lncRNA:CR44546
FBgn0265740	FBgn0265740	lncRNA:CR44547
FBgn0265741	FBgn0265741	lncRNA:CR44548
FBgn0265742	FBgn0265742	lncRNA:CR44549
FBgn0265743	FBgn0265743	lncRNA:CR44550
FBgn0265744	FBgn0265744	lncRNA:CR44551
FBgn0265745	FBgn0265745	lncRNA:CR44552
FBgn0265746	FBgn0265746	lncRNA:CR44553
FBgn0265747	FBgn0265747	lncRNA:CR44554
FBgn0265748	FBgn0265748	lncRNA:CR44555
FBgn0265749	FBgn0265749	lncRNA:CR44556
FBgn0265750	FBgn0265750	lncRNA:CR44557
FBgn0265751	FBgn0265751	lncRNA:CR44558
FBgn0265752	FBgn0265752	lncRNA:CR44559
FBgn0265753	FBgn0265753	lncRNA:CR44560
FBgn0265754	FBgn0265754	lncRNA:CR44561
FBgn0265755	FBgn0265755	lncRNA:CR44562
FBgn0265756	FBgn0265756	lncRNA:CR44563
FBgn0265757	FBgn0265757	lncRNA:CR44564
FBgn0265758	FBgn0265758	lncRNA:CR44565
FBgn0265759	FBgn0265759	lncRNA:CR44566
FBgn0265760	FBgn0265760	lncRNA:CR44567
FBgn0265761	FBgn0265761	lncRNA:CR44568
FBgn0265762	FBgn0265762	CG44569
FBgn0265763	FBgn0265763	lncRNA:CR44570
FBgn0265764	FBgn0265764	lncRNA:CR44571
FBgn0265765	FBgn0265765	lncRNA:CR44572
FBgn0265766	FBgn0265766	lncRNA:CR44573
FBgn0265767	FBgn0265767	zyd
FBgn0265778	FBgn0265778	PDZ-GEF
FBgn0265784	FBgn0265784	CrebB
FBgn0265785	FBgn0265785	CG44574
FBgn0265786	FBgn0265786	lncRNA:CR44575
FBgn0265787	FBgn0265787	lncRNA:CR44576
FBgn0265788	FBgn0265788	lncRNA:CR44577
FBgn0265789	FBgn0265789	lncRNA:CR44578
FBgn0265790	FBgn0265790	lncRNA:CR44579
FBgn0265791	FBgn0265791	lncRNA:CR44580
FBgn0265792	FBgn0265792	lncRNA:CR44581
FBgn0265793	FBgn0265793	lncRNA:CR44582
FBgn0265794	FBgn0265794	lncRNA:CR44583
FBgn0265795	FBgn0265795	lncRNA:CR44584
FBgn0265796	FBgn0265796	lncRNA:CR44585
FBgn0265797	FBgn0265797	lncRNA:CR44586
FBgn0265798	FBgn0265798	lncRNA:CR44587
FBgn0265799	FBgn0265799	lncRNA:CR44588
FBgn0265800	FBgn0265800	lncRNA:CR44589
FBgn0265801	FBgn0265801	lncRNA:CR44590
FBgn0265802	FBgn0265802	lncRNA:CR44591
FBgn0265803	FBgn0265803	asRNA:CR44592
FBgn0265804	FBgn0265804	lncRNA:CR44593
FBgn0265805	FBgn0265805	lncRNA:CR44594
FBgn0265806	FBgn0265806	lncRNA:CR44595
FBgn0265807	FBgn0265807	lncRNA:CR44596
FBgn0265808	FBgn0265808	lncRNA:CR44597
FBgn0265809	FBgn0265809	lncRNA:CR44598
FBgn0265810	FBgn0265810	asRNA:CR44599
FBgn0265811	FBgn0265811	asRNA:CR44600
FBgn0265812	FBgn0265812	lncRNA:CR44601
FBgn0265813	FBgn0265813	lncRNA:CR44602
FBgn0265814	FBgn0265814	lncRNA:CR44603
FBgn0265815	FBgn0265815	lncRNA:CR44604
FBgn0265816	FBgn0265816	lncRNA:CR44605
FBgn0265817	FBgn0265817	lncRNA:CR44606
FBgn0265818	FBgn0265818	lncRNA:CR44607
FBgn0265819	FBgn0265819	lncRNA:CR44608
FBgn0265820	FBgn0265820	lncRNA:CR44609
FBgn0265821	FBgn0265821	lncRNA:CR44610
FBgn0265822	FBgn0265822	lncRNA:CR44611
FBgn0265823	FBgn0265823	lncRNA:CR44612
FBgn0265824	FBgn0265824	lncRNA:CR44613
FBgn0265825	FBgn0265825	lncRNA:CR44614
FBgn0265826	FBgn0265826	lncRNA:CR44615
FBgn0265827	FBgn0265827	lncRNA:CR44616
FBgn0265828	FBgn0265828	lncRNA:CR44617
FBgn0265829	FBgn0265829	lncRNA:CR44618
FBgn0265830	FBgn0265830	lncRNA:CR44619
FBgn0265831	FBgn0265831	lncRNA:CR44620
FBgn0265832	FBgn0265832	lncRNA:CR44621
FBgn0265833	FBgn0265833	CG44622
FBgn0265834	FBgn0265834	CG44623
FBgn0265835	FBgn0265835	CG44624
FBgn0265836	FBgn0265836	CG44625
FBgn0265837	FBgn0265837	lncRNA:CR44626
FBgn0265838	FBgn0265838	lncRNA:CR44627
FBgn0265839	FBgn0265839	lncRNA:CR44628
FBgn0265840	FBgn0265840	lncRNA:CR44629
FBgn0265841	FBgn0265841	lncRNA:CR44630
FBgn0265842	FBgn0265842	lncRNA:CR44631
FBgn0265843	FBgn0265843	lncRNA:CR44632
FBgn0265844	FBgn0265844	lncRNA:CR44633
FBgn0265845	FBgn0265845	lncRNA:CR44634
FBgn0265846	FBgn0265846	lncRNA:CR44635
FBgn0265847	FBgn0265847	lncRNA:CR44636
FBgn0265849	FBgn0265849	lncRNA:CR44638
FBgn0265850	FBgn0265850	lncRNA:CR44639
FBgn0265851	FBgn0265851	lncRNA:CR44640
FBgn0265852	FBgn0265852	lncRNA:CR44641
FBgn0265853	FBgn0265853	lncRNA:CR44642
FBgn0265854	FBgn0265854	lncRNA:CR44643
FBgn0265855	FBgn0265855	lncRNA:CR44644
FBgn0265856	FBgn0265856	lncRNA:CR44645
FBgn0265857	FBgn0265857	lncRNA:CR44646
FBgn0265858	FBgn0265858	lncRNA:CR44647
FBgn0265859	FBgn0265859	lncRNA:CR44648
FBgn0265860	FBgn0265860	lncRNA:CR44649
FBgn0265861	FBgn0265861	lncRNA:CR44650
FBgn0265862	FBgn0265862	lncRNA:CR44651
FBgn0265863	FBgn0265863	lncRNA:CR44652
FBgn0265864	FBgn0265864	asRNA:CR44653
FBgn0265865	FBgn0265865	lncRNA:CR44654
FBgn0265866	FBgn0265866	lncRNA:CR44655
FBgn0265868	FBgn0265868	lncRNA:CR44657
FBgn0265869	FBgn0265869	lncRNA:CR44658
FBgn0265870	FBgn0265870	CR44659
FBgn0265871	FBgn0265871	lncRNA:CR44660
FBgn0265872	FBgn0265872	lncRNA:CR44661
FBgn0265873	FBgn0265873	lncRNA:CR44662
FBgn0265874	FBgn0265874	lncRNA:CR44663
FBgn0265875	FBgn0265875	lncRNA:CR44664
FBgn0265876	FBgn0265876	lncRNA:CR44665
FBgn0265877	FBgn0265877	CG44666
FBgn0265878	FBgn0265878	lncRNA:CR44667
FBgn0265879	FBgn0265879	lncRNA:CR44668
FBgn0265880	FBgn0265880	lncRNA:CR44669
FBgn0265881	FBgn0265881	lncRNA:CR44670
FBgn0265882	FBgn0265882	lncRNA:CR44671
FBgn0265883	FBgn0265883	lncRNA:CR44672
FBgn0265884	FBgn0265884	lncRNA:CR44673
FBgn0265885	FBgn0265885	lncRNA:CR44674
FBgn0265886	FBgn0265886	lncRNA:CR44675
FBgn0265887	FBgn0265887	lncRNA:CR44676
FBgn0265888	FBgn0265888	lncRNA:CR44677
FBgn0265889	FBgn0265889	lncRNA:CR44678
FBgn0265890	FBgn0265890	lncRNA:CR44679
FBgn0265891	FBgn0265891	lncRNA:CR44680
FBgn0265892	FBgn0265892	lncRNA:CR44681
FBgn0265893	FBgn0265893	lncRNA:CR44682
FBgn0265894	FBgn0265894	lncRNA:CR44683
FBgn0265895	FBgn0265895	lncRNA:CR44684
FBgn0265896	FBgn0265896	lncRNA:CR44685
FBgn0265897	FBgn0265897	lncRNA:CR44686
FBgn0265898	FBgn0265898	lncRNA:CR44687
FBgn0265899	FBgn0265899	lncRNA:CR44688
FBgn0265900	FBgn0265900	lncRNA:CR44689
FBgn0265901	FBgn0265901	asRNA:CR44690
FBgn0265902	FBgn0265902	lncRNA:CR44691
FBgn0265903	FBgn0265903	lncRNA:CR44692
FBgn0265904	FBgn0265904	lncRNA:CR44693
FBgn0265905	FBgn0265905	lncRNA:CR44694
FBgn0265906	FBgn0265906	lncRNA:CR44695
FBgn0265907	FBgn0265907	lncRNA:CR44696
FBgn0265908	FBgn0265908	lncRNA:CR44697
FBgn0265909	FBgn0265909	lncRNA:CR44698
FBgn0265910	FBgn0265910	lncRNA:CR44699
FBgn0265911	FBgn0265911	lncRNA:CR44700
FBgn0265912	FBgn0265912	lncRNA:CR44701
FBgn0265913	FBgn0265913	lncRNA:CR44702
FBgn0265914	FBgn0265914	asRNA:CR44703
FBgn0265915	FBgn0265915	asRNA:CR44704
FBgn0265916	FBgn0265916	lncRNA:CR44705
FBgn0265917	FBgn0265917	CR44706
FBgn0265918	FBgn0265918	lncRNA:CR44707
FBgn0265919	FBgn0265919	lncRNA:CR44708
FBgn0265920	FBgn0265920	lncRNA:CR44709
FBgn0265921	FBgn0265921	lncRNA:CR44710
FBgn0265922	FBgn0265922	lncRNA:CR44711
FBgn0265923	FBgn0265923	lncRNA:CR44712
FBgn0265924	FBgn0265924	lncRNA:CR44713
FBgn0265925	FBgn0265925	lncRNA:CR44714
FBgn0265926	FBgn0265926	lncRNA:CR44715
FBgn0265927	FBgn0265927	lncRNA:CR44716
FBgn0265928	FBgn0265928	lncRNA:CR44717
FBgn0265929	FBgn0265929	lncRNA:CR44718
FBgn0265930	FBgn0265930	lncRNA:CR44719
FBgn0265931	FBgn0265931	lncRNA:CR44720
FBgn0265932	FBgn0265932	lncRNA:CR44721
FBgn0265933	FBgn0265933	lncRNA:CR44722
FBgn0265934	FBgn0265934	lncRNA:CR44723
FBgn0265935	FBgn0265935	coro
FBgn0265937	FBgn0265937	asRNA:CR44724
FBgn0265938	FBgn0265938	lncRNA:CR44725
FBgn0265939	FBgn0265939	lncRNA:CR44726
FBgn0265940	FBgn0265940	lncRNA:CR44727
FBgn0265941	FBgn0265941	lncRNA:CR44728
FBgn0265942	FBgn0265942	lncRNA:CR44729
FBgn0265943	FBgn0265943	lncRNA:CR44730
FBgn0265944	FBgn0265944	lncRNA:CR44731
FBgn0265945	FBgn0265945	lncRNA:CR44732
FBgn0265946	FBgn0265946	lncRNA:CR44733
FBgn0265947	FBgn0265947	lncRNA:CR44734
FBgn0265948	FBgn0265948	lncRNA:CR44735
FBgn0265949	FBgn0265949	lncRNA:CR44736
FBgn0265950	FBgn0265950	lncRNA:CR44737
FBgn0265951	FBgn0265951	lncRNA:CR44738
FBgn0265952	FBgn0265952	lncRNA:CR44739
FBgn0265953	FBgn0265953	lncRNA:CR44740
FBgn0265954	FBgn0265954	lncRNA:CR44741
FBgn0265955	FBgn0265955	lncRNA:CR44742
FBgn0265956	FBgn0265956	lncRNA:CR44743
FBgn0265957	FBgn0265957	lncRNA:CR44744
FBgn0265958	FBgn0265958	lncRNA:CR44745
FBgn0265959	FBgn0265959	rdgC
FBgn0265960	FBgn0265960	lncRNA:CR44747
FBgn0265961	FBgn0265961	lncRNA:CR44748
FBgn0265962	FBgn0265962	lncRNA:CR44749
FBgn0265963	FBgn0265963	lncRNA:CR44750
FBgn0265964	FBgn0265964	lncRNA:CR44751
FBgn0265965	FBgn0265965	lncRNA:CR44752
FBgn0265966	FBgn0265966	lncRNA:CR44753
FBgn0265967	FBgn0265967	lncRNA:CR44754
FBgn0265968	FBgn0265968	Tfb5
FBgn0265974	FBgn0265974	ttv
FBgn0265976	FBgn0265976	lncRNA:CR44755
FBgn0265977	FBgn0265977	lncRNA:CR44756
FBgn0265978	FBgn0265978	lncRNA:CR44757
FBgn0265979	FBgn0265979	lncRNA:CR44758
FBgn0265980	FBgn0265980	lncRNA:CR44759
FBgn0265981	FBgn0265981	lncRNA:CR44760
FBgn0265982	FBgn0265982	lncRNA:CR44761
FBgn0265983	FBgn0265983	lncRNA:CR44762
FBgn0265984	FBgn0265984	lncRNA:CR44763
FBgn0265985	FBgn0265985	lncRNA:CR44764
FBgn0265986	FBgn0265986	lncRNA:CR44765
FBgn0265987	FBgn0265987	lncRNA:CR44766
FBgn0265988	FBgn0265988	mv
FBgn0265991	FBgn0265991	Zasp52
FBgn0265992	FBgn0265992	lncRNA:CR44767
FBgn0265993	FBgn0265993	lncRNA:CR44768
FBgn0265994	FBgn0265994	lncRNA:CR44769
FBgn0265995	FBgn0265995	lncRNA:CR44770
FBgn0265996	FBgn0265996	lncRNA:CR44771
FBgn0265997	FBgn0265997	lncRNA:CR44772
FBgn0265998	FBgn0265998	Doa
FBgn0265999	FBgn0265999	lncRNA:CR44773
FBgn0266000	FBgn0266000	CG44774
FBgn0266001	FBgn0266001	lncRNA:CR44775
FBgn0266002	FBgn0266002	lncRNA:CR44776
FBgn0266003	FBgn0266003	lncRNA:CR44777
FBgn0266004	FBgn0266004	lncRNA:CR44778
FBgn0266005	FBgn0266005	lncRNA:CR44779
FBgn0266007	FBgn0266007	lncRNA:CR44780
FBgn0266008	FBgn0266008	lncRNA:CR44781
FBgn0266009	FBgn0266009	lncRNA:CR44782
FBgn0266010	FBgn0266010	lncRNA:CR44783
FBgn0266011	FBgn0266011	lncRNA:CR44784
FBgn0266019	FBgn0266019	rudhira
FBgn0266020	FBgn0266020	lncRNA:CR44785
FBgn0266021	FBgn0266021	lncRNA:CR44786
FBgn0266022	FBgn0266022	lncRNA:CR44787
FBgn0266023	FBgn0266023	lncRNA:CR44788
FBgn0266024	FBgn0266024	lncRNA:CR44789
FBgn0266025	FBgn0266025	lncRNA:CR44790
FBgn0266026	FBgn0266026	lncRNA:CR44791
FBgn0266027	FBgn0266027	asRNA:TS15
FBgn0266028	FBgn0266028	asRNA:CR44793
FBgn0266029	FBgn0266029	lncRNA:CR44794
FBgn0266030	FBgn0266030	lncRNA:CR44795
FBgn0266031	FBgn0266031	lncRNA:CR44796
FBgn0266032	FBgn0266032	lncRNA:CR44797
FBgn0266033	FBgn0266033	lncRNA:CR44798
FBgn0266034	FBgn0266034	lncRNA:CR44799
FBgn0266035	FBgn0266035	lncRNA:CR44800
FBgn0266036	FBgn0266036	lncRNA:CR44801
FBgn0266037	FBgn0266037	lncRNA:CR44802
FBgn0266038	FBgn0266038	lncRNA:CR44803
FBgn0266039	FBgn0266039	lncRNA:CR44804
FBgn0266040	FBgn0266040	lncRNA:CR44805
FBgn0266041	FBgn0266041	asRNA:CR44806
FBgn0266042	FBgn0266042	asRNA:CR44807
FBgn0266043	FBgn0266043	lncRNA:CR44808
FBgn0266044	FBgn0266044	lncRNA:CR44809
FBgn0266045	FBgn0266045	lncRNA:CR44810
FBgn0266046	FBgn0266046	lncRNA:CR44811
FBgn0266047	FBgn0266047	CG44812
FBgn0266048	FBgn0266048	lncRNA:CR44813
FBgn0266049	FBgn0266049	lncRNA:CR44814
FBgn0266050	FBgn0266050	CG44815
FBgn0266051	FBgn0266051	lncRNA:CR44816
FBgn0266052	FBgn0266052	lncRNA:CR44817
FBgn0266053	FBgn0266053	Patr-1
FBgn0266064	FBgn0266064	GlyS
FBgn0266065	FBgn0266065	asRNA:CR44818
FBgn0266066	FBgn0266066	lncRNA:CR44819
FBgn0266067	FBgn0266067	lncRNA:CR44820
FBgn0266068	FBgn0266068	lncRNA:CR44821
FBgn0266069	FBgn0266069	lncRNA:CR44822
FBgn0266070	FBgn0266070	lncRNA:CR44823
FBgn0266071	FBgn0266071	lncRNA:CR44824
FBgn0266072	FBgn0266072	lncRNA:CR44825
FBgn0266073	FBgn0266073	lncRNA:CR44826
FBgn0266074	FBgn0266074	lncRNA:CR44827
FBgn0266083	FBgn0266083	ocm
FBgn0266084	FBgn0266084	Fhos
FBgn0266086	FBgn0266086	lncRNA:CR44828
FBgn0266087	FBgn0266087	lncRNA:CR44829
FBgn0266088	FBgn0266088	lncRNA:CR44830
FBgn0266094	FBgn0266094	lncRNA:CR44831
FBgn0266095	FBgn0266095	lncRNA:CR44832
FBgn0266096	FBgn0266096	lncRNA:CR44833
FBgn0266097	FBgn0266097	lncRNA:CR44834
FBgn0266098	FBgn0266098	rg
FBgn0266099	FBgn0266099	CG44836
FBgn0266100	FBgn0266100	CG44837
FBgn0266101	FBgn0266101	CG44838
FBgn0266102	FBgn0266102	CR44839
FBgn0266111	FBgn0266111	ana3
FBgn0266114	FBgn0266114	asRNA:CR44840
FBgn0266115	FBgn0266115	asRNA:CR44841
FBgn0266116	FBgn0266116	lncRNA:CR44842
FBgn0266117	FBgn0266117	asRNA:CR44843
FBgn0266124	FBgn0266124	ghi
FBgn0266129	FBgn0266129	lov
FBgn0266136	FBgn0266136	Gyc76C
FBgn0266137	FBgn0266137	Dop1R2
FBgn0266138	FBgn0266138	lncRNA:CR44844
FBgn0266139	FBgn0266139	lncRNA:CR44845
FBgn0266140	FBgn0266140	lncRNA:CR44846
FBgn0266141	FBgn0266141	asRNA:CR44847
FBgn0266142	FBgn0266142	lncRNA:CR44848
FBgn0266143	FBgn0266143	asRNA:CR44849
FBgn0266144	FBgn0266144	asRNA:CR44850
FBgn0266145	FBgn0266145	lncRNA:CR44851
FBgn0266146	FBgn0266146	lncRNA:CR44852
FBgn0266147	FBgn0266147	lncRNA:CR44853
FBgn0266148	FBgn0266148	lncRNA:CR44854
FBgn0266149	FBgn0266149	lncRNA:CR44855
FBgn0266150	FBgn0266150	lncRNA:CR44856
FBgn0266151	FBgn0266151	lncRNA:CR44857
FBgn0266152	FBgn0266152	lncRNA:CR44858
FBgn0266153	FBgn0266153	lncRNA:CR44859
FBgn0266154	FBgn0266154	lncRNA:CR44860
FBgn0266155	FBgn0266155	lncRNA:CR44861
FBgn0266156	FBgn0266156	lncRNA:CR44862
FBgn0266157	FBgn0266157	lncRNA:CR44863
FBgn0266158	FBgn0266158	lncRNA:CR44864
FBgn0266159	FBgn0266159	lncRNA:CR44865
FBgn0266160	FBgn0266160	asRNA:CR44866
FBgn0266161	FBgn0266161	lncRNA:CR44867
FBgn0266162	FBgn0266162	lncRNA:CR44868
FBgn0266163	FBgn0266163	CG44869
FBgn0266164	FBgn0266164	lncRNA:CR44870
FBgn0266165	FBgn0266165	lncRNA:CR44871
FBgn0266166	FBgn0266166	asRNA:CR44872
FBgn0266167	FBgn0266167	asRNA:CR44873
FBgn0266168	FBgn0266168	lncRNA:CR44874
FBgn0266169	FBgn0266169	lncRNA:CR44875
FBgn0266170	FBgn0266170	pre-mod(mdg4)-C
FBgn0266171	FBgn0266171	pre-mod(mdg4)-AB
FBgn0266172	FBgn0266172	pre-mod(mdg4)-E
FBgn0266173	FBgn0266173	pre-mod(mdg4)-K
FBgn0266174	FBgn0266174	pre-mod(mdg4)-L
FBgn0266175	FBgn0266175	pre-mod(mdg4)-P
FBgn0266176	FBgn0266176	pre-mod(mdg4)-J
FBgn0266177	FBgn0266177	pre-mod(mdg4)-I
FBgn0266178	FBgn0266178	pre-mod(mdg4)-B
FBgn0266179	FBgn0266179	lncRNA:CR44885
FBgn0266180	FBgn0266180	lncRNA:CR44886
FBgn0266181	FBgn0266181	lncRNA:CRG
FBgn0266182	FBgn0266182	lncRNA:CR44888
FBgn0266183	FBgn0266183	lncRNA:CR44889
FBgn0266186	FBgn0266186	Vamp7
FBgn0266195	FBgn0266195	Tgs1
FBgn0266196	FBgn0266196	asRNA:CR44891
FBgn0266197	FBgn0266197	asRNA:CR44892
FBgn0266198	FBgn0266198	lncRNA:CR44893
FBgn0266199	FBgn0266199	asRNA:CR44894
FBgn0266200	FBgn0266200	lncRNA:CR44895
FBgn0266201	FBgn0266201	asRNA:CR44896
FBgn0266202	FBgn0266202	asRNA:CR44897
FBgn0266203	FBgn0266203	lncRNA:CR44898
FBgn0266204	FBgn0266204	lncRNA:CR44899
FBgn0266205	FBgn0266205	lncRNA:CR44900
FBgn0266206	FBgn0266206	lncRNA:CR44901
FBgn0266207	FBgn0266207	lncRNA:CR44902
FBgn0266208	FBgn0266208	lncRNA:CR44903
FBgn0266209	FBgn0266209	lncRNA:CR44904
FBgn0266210	FBgn0266210	lncRNA:CR44905
FBgn0266211	FBgn0266211	CR44906
FBgn0266212	FBgn0266212	asRNA:CR44907
FBgn0266213	FBgn0266213	lncRNA:CR44908
FBgn0266214	FBgn0266214	lncRNA:CR44909
FBgn0266215	FBgn0266215	asRNA:CR44910
FBgn0266216	FBgn0266216	asRNA:CR44911
FBgn0266217	FBgn0266217	lncRNA:CR44912
FBgn0266218	FBgn0266218	lncRNA:CR44913
FBgn0266219	FBgn0266219	lncRNA:CR44914
FBgn0266220	FBgn0266220	lncRNA:CR44915
FBgn0266221	FBgn0266221	lncRNA:CR44916
FBgn0266222	FBgn0266222	lncRNA:CR44917
FBgn0266223	FBgn0266223	lncRNA:CR44918
FBgn0266224	FBgn0266224	lncRNA:CR44919
FBgn0266225	FBgn0266225	lncRNA:CR44920
FBgn0266226	FBgn0266226	lncRNA:CR44921
FBgn0266227	FBgn0266227	lncRNA:CR44922
FBgn0266228	FBgn0266228	lncRNA:CR44923
FBgn0266229	FBgn0266229	lncRNA:CR44924
FBgn0266230	FBgn0266230	lncRNA:CR44925
FBgn0266231	FBgn0266231	lncRNA:CR44926
FBgn0266232	FBgn0266232	lncRNA:CR44927
FBgn0266233	FBgn0266233	lncRNA:CR44928
FBgn0266234	FBgn0266234	lncRNA:CR44929
FBgn0266235	FBgn0266235	lncRNA:CR44930
FBgn0266236	FBgn0266236	lncRNA:CR44931
FBgn0266237	FBgn0266237	lncRNA:CR44932
FBgn0266238	FBgn0266238	lncRNA:CR44933
FBgn0266239	FBgn0266239	lncRNA:CR44934
FBgn0266240	FBgn0266240	lncRNA:CR44935
FBgn0266241	FBgn0266241	lncRNA:CR44936
FBgn0266242	FBgn0266242	lncRNA:CR44937
FBgn0266243	FBgn0266243	lncRNA:CR44938
FBgn0266244	FBgn0266244	lncRNA:CR44939
