Chr	Start	End	Strand	Length
FBgn0036105	3L;3L	10879085;10879368	10879313;10880188	+;+	1050
FBgn0036107	3L;3L	10882890;10883139	10883083;10883573	+;+	629
FBgn0027615	3L;3L;3L;3L	10884261;10884734;10885902;10886384	10884659;10885790;10886173;10886471	-;-;-;-	1816
FBgn0036106	3L;3L	10880699;10882007	10881862;10882386	-;-	1544
FBgn0036104	3L	10876315	10879037	-	2723
FBgn0047038	3L;3L;3L	10693184;10693706;10693997	10693506;10693867;10694108	-;-;-	597
FBgn0052066	3L;3L;3L;3L;3L	10640286;10641532;10646863;10659365;10660783	10641465;10641794;10647126;10659981;10661013	-;-;-;-;-	2555
FBgn0000629	3L;3L;3L;3L;3L;3L;3L;3L;3L	10634575;10635116;10635748;10635996;10636426;10636624;10636846;10637640;10638042	10635047;10635685;10635937;10636093;10636440;10636784;10637577;10637976;10638130	-;-;-;-;-;-;-;-;-	2665
FBgn0036089	3L;3L;3L	10627680;10628048;10628340	10627985;10628279;10628484	-;-;-	683
FBgn0036082	3L	10412818	10414774	+	1957
FBgn0052061	3L	10463816	10464635	+	820
FBgn0045770	3L;3L	10465187;10466185	10465410;10468974	+;+	3014
FBgn0052064	3L	10490861	10492934	+	2074
FBgn0052062	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	10481412;10506070;10516003;10517962;10568129;10571049;10573450;10574435;10575319;10576421;10577283;10580309;10581842;10584816;10587627;10587843;10588660;10589356;10590120;10590521	10481945;10506563;10516177;10518306;10568605;10571246;10574154;10574488;10575411;10576475;10577324;10580329;10582118;10585539;10587687;10587896;10588731;10589516;10590390;10594012	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8305
FBgn0036085	3L;3L;3L	10557023;10557865;10558806	10557783;10558743;10559082	-;-;-	1917
FBgn0011802	3L;3L	10459081;10462837	10462778;10463101	-;-	3963
FBgn0052058	3L	10432384	10434105	-	1722
FBgn0036083	3L	10429689	10431983	-	2295
FBgn0036070	3L;3L	10151827;10152139	10152089;10152984	+;+	1109
FBgn0036075	3L;3L	10215665;10216360	10216299;10216980	+;+	1256
FBgn0036080	3L;3L;3L;3L	10273204;10273660;10274170;10274412	10273538;10274097;10274359;10274624	+;+;+;+	1176
FBgn0011569	3L;3L;3L;3L;3L	10263909;10266327;10266546;10266661;10267027	10266270;10266479;10266606;10266952;10267111	-;-;-;-;-	2953
FBgn0036078	3L;3L;3L;3L	10243320;10243432;10243648;10243907	10243379;10243587;10243846;10244706	-;-;-;-	1215
FBgn0052055	3L;3L	10218504;10219550	10219493;10220164	-;-	1605
FBgn0000451	3L;3L;3L;3L;3L;3L;3L;3L;3L	10190276;10190662;10191573;10193406;10195443;10195819;10196208;10201403;10201658	10190592;10191277;10191807;10194995;10195709;10195995;10196443;10201525;10201837	-;-;-;-;-;-;-;-;-	3741
FBgn0052057	3L;3L;3L;3L;3L;3L;3L;3L	10147454;10150333;10150976;10153613;10154762;10156353;10182243;10185925	10149669;10150501;10151103;10153750;10154972;10156564;10182530;10186108	-;-;-;-;-;-;-;-	3546
FBgn0036072	3L;3L;3L	10165809;10166403;10166871	10166344;10166809;10167023	-;-;-	1096
FBgn0052054	3L;3L;3L	10092768;10094038;10094341	10093971;10094210;10094738	-;-;-	1775
FBgn0052053	3L;3L;3L	10090170;10091520;10092122	10091386;10091695;10092346	-;-;-	1618
FBgn0036066	3L;3L;3L	10086747;10088798;10089042	10088317;10088979;10089400	-;-;-	2112
FBgn0036043	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	9763544;9765609;9770274;9771655;9774270;9779446;9779652;9780123;9780407;9780536;9780766;9781078;9781703;9782609;9782874;9784697;9784952;9785242	9764193;9765803;9770503;9771919;9774489;9779593;9779907;9780252;9780433;9780697;9781008;9781368;9781903;9782803;9784627;9784891;9785180;9786466	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6616
FBgn0044051	3L	9798420	9799050	+	631
FBgn0036046	3L;3L	9799698;9800000	9799926;9800440	+;+	670
FBgn0044328	3L;3L;3L;3L;3L;3L	9787046;9798793;9804688;9805903;9806281;9807720	9787243;9799246;9805385;9806095;9806572;9808713	+;+;+;+;+;+	2829
FBgn0027567	3L;3L;3L;3L;3L;3L;3L;3L	9864639;9865058;9866314;9867314;9868254;9868999;9869446;9870158	9864802;9865398;9866361;9867744;9868935;9869322;9870098;9870674	+;+;+;+;+;+;+;+	3160
FBgn0025866	3L;3L;3L	9888762;9890291;9890784	9890224;9890565;9893319	+;+;+	4274
FBgn0036059	3L;3L;3L;3L;3L;3L;3L;3L	9898703;9899726;9900153;9900423;9900761;9901343;9901561;9902151	9899355;9900084;9900306;9900696;9901104;9901434;9901836;9903031	+;+;+;+;+;+;+;+	3033
FBgn0026404	3L;3L	9968479;9969844	9969334;9971002	+;+	2015
FBgn0040823	3L;3L;3L;3L;3L;3L;3L;3L;3L	9974651;10003584;10033183;10036646;10037344;10040856;10071644;10113188;10138856	9975844;10004101;10033424;10036856;10037471;10041303;10074408;10113488;10139360	+;+;+;+;+;+;+;+;+	6312
FBgn0036063	3L;3L	9971151;9971664	9971602;9972054	-;-	843
FBgn0036062	3L;3L;3L;3L	9966603;9967687;9967834;9968105	9967621;9967780;9968041;9968317	-;-;-;-	1534
FBgn0036058	3L;3L;3L;3L;3L;3L;3L	9894807;9895958;9896179;9896454;9896708;9897929;9898523	9895876;9896122;9896388;9896635;9896746;9898436;9898575	-;-;-;-;-;-;-	2227
FBgn0036057	3L;3L;3L;3L;3L	9893188;9893518;9893709;9894344;9894590	9893464;9893654;9894282;9894532;9894743	-;-;-;-;-	1331
FBgn0036056	3L;3L;3L;3L;3L	9893188;9893518;9893709;9894344;9894590	9893464;9893654;9894282;9894532;9894743	-;-;-;-;-	1331
FBgn0011836	3L;3L;3L;3L;3L;3L	9884411;9885834;9886103;9886574;9888402;9888520	9885773;9886044;9886515;9888339;9888456;9888683	-;-;-;-;-;-	3972
FBgn0036053	3L;3L;3L;3L;3L;3L;3L	9860217;9861000;9861395;9862091;9862963;9863321;9863777	9860937;9861335;9862035;9862908;9863262;9863616;9864349	-;-;-;-;-;-;-	3685
FBgn0036052	3L;3L	9857383;9858338	9858063;9859889	-;-	2233
FBgn0004390	3L;3L;3L;3L;3L	9839093;9842468;9843232;9843554;9854665	9841563;9842663;9843491;9845439;9855285	-;-;-;-;-	5434
FBgn0015618	3L;3L	9837080;9838475	9838412;9838670	-;-	1529
FBgn0028429	3L;3L;3L;3L;3L;3L	9834367;9835339;9835813;9836049;9836209;9836522	9835282;9835433;9835980;9836146;9836505;9836805	-;-;-;-;-;-	1858
FBgn0044048	3L;3L	9823349;9823711	9823639;9823897	-;-	478
FBgn0044049	3L;3L	9803399;9803948	9803886;9804263	-;-	804
FBgn0044050	3L;3L	9801298;9801875	9801802;9802120	-;-	751
FBgn0036044	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	9787933;9788940;9789216;9790456;9790832;9791990;9792334;9793165;9793527;9794611;9797428	9788744;9788972;9789271;9790673;9790993;9792216;9792934;9793414;9794003;9794762;9797687	-;-;-;-;-;-;-;-;-;-;-	3248
FBgn0036009	3L;3L;3L;3L;3L	9529067;9529802;9530798;9531060;9531281	9529168;9530732;9530999;9531215;9531386	+;+;+;+;+	1497
FBgn0036014	3L	9598988	9600341	+	1354
FBgn0036016	3L	9601523	9602548	+	1026
FBgn0036018	3L;3L;3L;3L	9624237;9624425;9626741;9626913	9624372;9626682;9626863;9627321	+;+;+;+	2926
FBgn0036020	3L;3L;3L;3L;3L	9628676;9629972;9630380;9630818;9631193	9628820;9630302;9630624;9631138;9631795	+;+;+;+;+	1645
FBgn0036022	3L	9638112	9639021	+	910
FBgn0036023	3L	9639271	9640140	+	870
FBgn0036024	3L	9641013	9641913	+	901
FBgn0036028	3L;3L	9679201;9679900	9679466;9681060	+;+	1427
FBgn0036029	3L	9685171	9686250	+	1080
FBgn0015321	3L;3L;3L	9698336;9698966;9699346	9698755;9699118;9700481	+;+;+	1709
FBgn0036032	3L;3L	9704331;9708538	9708468;9710329	+;+	5930
FBgn0045823	3L;3L	9714324;9715744	9714623;9717716	+;+	2273
FBgn0036036	3L;3L	9719328;9719486	9719421;9720464	+;+	1073
FBgn0036038	3L;3L	9723423;9725069	9725011;9726706	+;+	3227
FBgn0019644	3L;3L;3L	9729999;9730312;9730733	9730095;9730640;9731224	+;+;+	918
FBgn0036040	3L;3L;3L	9731238;9732938;9733586	9732442;9733344;9733807	-;-;-	1834
FBgn0036035	3L;3L	9717786;9719116	9719066;9719144	-;-	1310
FBgn0040475	3L;3L;3L	9710422;9711500;9712933	9711019;9712152;9713827	-;-;-	2146
FBgn0036031	3L;3L;3L;3L;3L	9700517;9701114;9701393;9701691;9702682	9701052;9701339;9701630;9702630;9703595	-;-;-;-;-	2854
FBgn0036030	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	9683579;9684522;9684921;9686365;9687230;9688531;9689265;9694233;9695196;9696539	9684458;9684855;9685045;9686475;9687253;9688599;9689448;9694458;9695441;9696700	-;-;-;-;-;-;-;-;-;-	2361
FBgn0016081	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	9631834;9632233;9632658;9632965;9634022;9634404;9634687;9635681;9636255;9642007;9642408;9642586;9642823;9643028;9643208;9643428;9660642;9662943;9663166;9663363;9663621;9663862;9664077;9665556;9667702;9667949;9668251;9669709;9670111;9674801;9678772	9632173;9632599;9632903;9633924;9634069;9634433;9635313;9636187;9637833;9642342;9642513;9642757;9642957;9643126;9643341;9643547;9660805;9663097;9663276;9663517;9663790;9664011;9664244;9665699;9667884;9668180;9669638;9670049;9671708;9675491;9679103	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11788
FBgn0036019	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	9627316;9627523;9627733;9627896;9628053;9628276;9628441;9628696;9628897;9629057	9627468;9627678;9627834;9628001;9628221;9628380;9628635;9628834;9628996;9629193	-;-;-;-;-;-;-;-;-;-	1362
FBgn0036015	3L	9600490	9601325	-	836
FBgn0036010	3L	9542245	9543999	-	1755
FBgn0010408	3L;3L;3L;3L	9509793;9510282;9511056;9511500	9510158;9510651;9511305;9511531	-;-;-;-	1018
FBgn0036008	3L;3L;3L;3L	9506818;9508220;9508565;9509339	9508133;9508486;9508624;9509583	-;-;-;-	1888
FBgn0036007	3L;3L;3L;3L;3L;3L;3L;3L;3L	9494555;9495917;9496898;9497116;9497294;9499022;9499164;9500707;9505132	9495851;9496831;9497048;9497211;9497366;9499086;9499214;9501056;9505328	-;-;-;-;-;-;-;-;-	3195
FBgn0035969	3L;3L;3L;3L;3L;3L	9211880;9212656;9212873;9213398;9214594;9214836	9212213;9212730;9213200;9214462;9214770;9215256	+;+;+;+;+;+	2400
FBgn0035971	3L;3L;3L	9250225;9250589;9250936	9250527;9250865;9251338	+;+;+	983
FBgn0035975	3L;3L;3L;3L;3L;3L;3L;3L	9334332;9334610;9335689;9336054;9336712;9336986;9337454;9337726	9334435;9334927;9335757;9336383;9336933;9337221;9337660;9338336	+;+;+;+;+;+;+;+	2097
FBgn0035977	3L;3L;3L;3L	9349609;9349896;9350444;9350888	9349824;9350047;9350828;9351489	+;+;+;+	1355
FBgn0052040	3L;3L	9354033;9354850	9354788;9355457	+;+	1364
FBgn0052039	3L;3L;3L	9358999;9359246;9359476	9359187;9359416;9359996	+;+;+	881
FBgn0035980	3L	9364350	9365240	+	891
FBgn0035982	3L	9375430	9376293	+	864
FBgn0001224	3L	9381882	9382765	+	884
FBgn0001226	3L	9384063	9385694	+	1632
FBgn0035985	3L;3L	9404797;9405290	9404921;9406174	+;+	1010
FBgn0035987	3L;3L;3L;3L;3L	9411038;9411479;9411817;9412155;9413391	9411421;9411743;9411982;9413317;9413835	+;+;+;+;+	2423
FBgn0023129	3L	9423253	9424781	+	1529
FBgn0015296	3L;3L	9427010;9427387	9427324;9428671	+;+	1600
FBgn0040305	3L;3L;3L;3L;3L;3L;3L	9430312;9433899;9434396;9435536;9435857;9436116;9438979	9431333;9434046;9434498;9435607;9436007;9438711;9439490	+;+;+;+;+;+;+	4604
FBgn0035995	3L;3L;3L;3L;3L;3L	9446864;9448388;9448901;9449689;9450018;9450232	9447062;9448839;9449628;9449824;9450068;9450785	+;+;+;+;+;+	2120
FBgn0035999	3L;3L;3L;3L	9456318;9457912;9458411;9459183	9456616;9458357;9459116;9459370	+;+;+;+	1639
FBgn0036004	3L;3L;3L;3L	9477038;9478558;9485059;9485281	9477652;9484996;9485217;9486530	+;+;+;+	8463
FBgn0052037	3L;3L;3L;3L;3L	9489502;9490323;9490566;9491474;9491698	9490231;9490507;9490815;9491626;9492215	-;-;-;-;-	1836
FBgn0052036	3L;3L;3L	9488050;9488307;9489060	9488246;9488644;9489233	-;-;-	709
FBgn0036005	3L;3L;3L	9486448;9487425;9487621	9487355;9487552;9487790	-;-;-	1206
FBgn0011327	3L;3L	9475493;9476772	9476692;9476965	-;-	1394
FBgn0036000	3L;3L	9459369;9459654	9459594;9460799	-;-	1372
FBgn0035998	3L;3L;3L;3L	9456342;9456766;9457362;9457594	9456680;9457302;9457535;9457669	-;-;-;-	1126
FBgn0035997	3L;3L	9452803;9455738	9455642;9456281	-;-	3384
FBgn0035996	3L	9450545	9451572	-	1028
FBgn0005533	3L;3L;3L;3L	9428795;9429174;9429695;9429792	9429114;9429325;9429727;9429821	-;-;-;-	535
FBgn0035989	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	9413596;9414838;9415408;9417652;9418344;9418844;9419095;9419897;9420088;9426223	9414765;9415296;9415466;9417814;9418724;9418999;9419403;9419932;9420177;9426758	-;-;-;-;-;-;-;-;-;-	3359
FBgn0035988	3L;3L;3L;3L	9415755;9416261;9416929;9417096	9416193;9416875;9417036;9417388	-;-;-;-	1455
FBgn0035986	3L;3L;3L;3L	9406179;9409263;9409520;9410497	9409191;9409432;9410406;9410832	-;-;-;-	4406
FBgn0015218	3L;3L;3L;3L;3L;3L;3L	9399618;9400097;9400419;9400583;9401040;9401657;9401917	9400033;9400184;9400518;9400953;9401606;9401805;9402460	-;-;-;-;-;-;-	2235
FBgn0035983	3L;3L;3L;3L;3L;3L	9386827;9388442;9390002;9390281;9390567;9398507	9388383;9389118;9390122;9390425;9390798;9399227	-;-;-;-;-;-	3453
FBgn0001227	3L	9377802	9379534	-	1733
FBgn0001225	3L	9376418	9377427	-	1010
FBgn0001229	3L	9371511	9372497	-	987
FBgn0011769	3L;3L;3L;3L	9370195;9370765;9370904;9371213	9370702;9370816;9371058;9371238	-;-;-;-	741
FBgn0004379	3L;3L;3L;3L;3L	9362636;9363095;9363373;9365337;9366485	9363034;9363318;9364192;9366417;9367046	-;-;-;-;-	3086
FBgn0035970	3L	9235150	9236648	-	1499
FBgn0035968	3L;3L;3L;3L;3L;3L	9203065;9203598;9204098;9206306;9207825;9207973	9203537;9203772;9205519;9206613;9207880;9208853	-;-;-;-;-;-	3315
FBgn0035993	3L;3L	9440056;9442124	9441966;9442267	-;-	2055
FBgn0052034	3L	8903349	8903422	+	74
FBgn0035936	3L;3L;3L;3L;3L;3L;3L	8912499;8912969;8926074;8926696;8928016;8930380;8930800	8912771;8913052;8926192;8926794;8928144;8930739;8932065	+;+;+;+;+;+;+	2330
FBgn0040321	3L	8955021	8956551	+	1531
FBgn0011787	3L;3L	8956791;8956936	8956879;8957584	+;+	738
FBgn0035941	3L;3L;3L	8958857;8959798;8960021	8959190;8959956;8960921	+;+;+	1394
FBgn0035944	3L;3L;3L;3L	8966829;8967128;8967282;8967566	8966992;8967210;8967516;8968171	+;+;+;+	1088
FBgn0035947	3L;3L;3L;3L	8975046;8975325;8975737;8976458	8975220;8975674;8976399;8977401	+;+;+;+	2132
FBgn0035949	3L;3L	8981795;8982424	8981888;8983212	+;+	883
FBgn0035951	3L;3L;3L;3L;3L;3L	8986710;8987027;8987285;8987732;8988099;8988386	8986958;8987225;8987394;8988043;8988323;8989135	+;+;+;+;+;+	1845
FBgn0035953	3L;3L;3L;3L;3L;3L;3L	8998184;8998663;8999216;8999653;9000339;9000603;9001845	8998609;8999152;8999596;9000278;9000457;9001783;9002566	+;+;+;+;+;+;+	3945
FBgn0035954	3L;3L;3L;3L;3L	9005196;9005471;9005775;9006159;9006364	9005408;9005636;9006042;9006296;9007249	+;+;+;+;+	1671
FBgn0028789	3L;3L;3L;3L;3L;3L	9041375;9041829;9042033;9043388;9043724;9044345	9041630;9041897;9042198;9043655;9043861;9045042	+;+;+;+;+;+	1595
FBgn0035957	3L	9047439	9048724	+	1286
FBgn0035960	3L;3L	9073105;9073729	9073671;9074467	+;+	1306
FBgn0023479	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	9074643;9075064;9075672;9076020;9076319;9076858;9084486;9085058;9085365;9085888;9087324;9087849;9090019;9090468;9090685;9091533;9091737;9091882	9074829;9075622;9075866;9076265;9076795;9077456;9084919;9085300;9085829;9087267;9087788;9089948;9090410;9090623;9091465;9091625;9091820;9092131	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9106
FBgn0043806	3L;3L;3L;3L	9093053;9093620;9093793;9094569	9093311;9093730;9094206;9094856	+;+;+;+	1072
FBgn0040827	3L	9096877	9097494	+	618
FBgn0004244	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	9145838;9151248;9155026;9157941;9159610;9161264;9162748;9168800;9170638;9170993;9177094;9179157;9182047	9151112;9151873;9155310;9158078;9159747;9161346;9162974;9168867;9170705;9171090;9178779;9179355;9182149	-;-;-;-;-;-;-;-;-;-;-;-;-	8994
FBgn0035965	3L;3L;3L	9135709;9136301;9136752	9135901;9136657;9137181	-;-;-	980
FBgn0011206	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	9097629;9106548;9107342;9107619;9107956;9108132;9112162;9112634;9113046;9123616;9125167;9129897;9134317	9102807;9107155;9107375;9107710;9108073;9108191;9112368;9112787;9113487;9123776;9125313;9130774;9134405	-;-;-;-;-;-;-;-;-;-;-;-;-	8169
FBgn0035959	3L;3L;3L;3L;3L	9067195;9070705;9071583;9071746;9072488	9070647;9071521;9071687;9071901;9072731	-;-;-;-;-	4775
FBgn0000116	3L;3L;3L;3L;3L;3L;3L;3L	9048781;9051130;9053520;9057543;9061907;9062812;9064464;9065708	9050359;9051901;9053561;9057581;9062467;9062948;9064517;9066027	-;-;-;-;-;-;-;-	3504
FBgn0035955	3L;3L;3L	9008624;9009032;9009582	9008981;9009529;9009838	-;-;-	1113
FBgn0016070	3L;3L;3L;3L;3L;3L;3L;3L	8990317;8992044;8993099;8995723;8996062;8996482;8996854;8997579	8991537;8993041;8995565;8995917;8996249;8996571;8997246;8997989	-;-;-;-;-;-;-;-	5963
FBgn0035952	3L;3L;3L	8989069;8989449;8989929	8989382;8989820;8990228	-;-;-	986
FBgn0035948	3L;3L;3L	8977395;8978350;8979348	8978283;8978639;8979880	-;-;-	1712
FBgn0035943	3L	8964912	8966374	-	1463
FBgn0035942	3L;3L;3L;3L;3L	8961274;8961517;8962206;8962711;8964533	8961456;8962146;8962655;8964464;8964769	-;-;-;-;-	3254
FBgn0052029	3L;3L;3L	8640439;8640914;8643055	8640844;8641081;8643584	+;+;+	1104
FBgn0035922	3L;3L;3L;3L	8647145;8649471;8649707;8650542	8647254;8649638;8650459;8651011	+;+;+;+	1501
FBgn0035923	3L;3L;3L;3L;3L;3L	8721324;8721661;8724192;8724492;8724867;8725126	8721609;8724133;8724441;8724803;8725060;8726108	+;+;+;+;+;+	4498
FBgn0000357	3L;3L	8726791;8727024	8726849;8727613	+;+	649
FBgn0000358	3L;3L	8729865;8730012	8729922;8730604	+;+	651
FBgn0000356	3L;3L	8731944;8732456	8732321;8732599	+;+	522
FBgn0035924	3L	8755989	8757167	+	1179
FBgn0052024	3L;3L	8807601;8808192	8808127;8808407	+;+	743
FBgn0035932	3L;3L	8808544;8809151	8809088;8809307	+;+	702
FBgn0035933	3L;3L	8810395;8811006	8810934;8811265	+;+	800
FBgn0052026	3L	8836462	8838843	+	2382
FBgn0020633	3L;3L;3L;3L;3L	8891596;8891844;8892285;8892854;8893974	8891779;8892213;8892786;8893911;8894310	+;+;+;+;+	2451
FBgn0035934	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	8894404;8895047;8895378;8895595;8896127;8896525;8896852;8897061;8897442;8898083;8898732;8899761;8900238;8900506;8900652;8901457;8902949;8903546;8904687	8894983;8895319;8895540;8896072;8896347;8896632;8896962;8897375;8898022;8898311;8898920;8899868;8900433;8900596;8900808;8901642;8903104;8903756;8904790	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4457
FBgn0035931	3L;3L	8805811;8806758	8806415;8807213	-;-	1061
FBgn0035929	3L;3L	8801540;8802099	8802041;8802164	-;-	568
FBgn0035928	3L;3L;3L;3L;3L	8798730;8799046;8799771;8800089;8800325	8798962;8799567;8800034;8800241;8800532	-;-;-;-;-	1380
FBgn0035926	3L;3L	8788144;8788506	8788440;8788545	-;-	337
FBgn0040828	3L;3L	8749139;8749637	8749579;8749726	-;-	531
FBgn0003149	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	8732858;8734240;8736592;8738640;8738817;8739170;8739367;8739580;8742106;8742337;8744275;8744963	8734130;8734855;8738087;8738747;8738907;8739282;8739494;8740451;8742272;8742423;8744331;8745310	-;-;-;-;-;-;-;-;-;-;-;-	5356
FBgn0052022	3L;3L	8720280;8720961	8720905;8721272	-;-	938
FBgn0011509	3L;3L;3L	8718949;8719646;8720038	8719588;8719952;8720225	-;-;-	1135
FBgn0000121	3L;3L;3L	8647261;8647708;8647970	8647645;8647902;8648936	-;-;-	1547
FBgn0035921	3L;3L;3L	8644916;8645168;8645749	8645084;8645288;8646822	-;-;-	1364
FBgn0035875	3L;3L;3L	8336672;8337589;8337912	8336748;8337828;8338595	+;+;+	1001
FBgn0035876	3L;3L;3L;3L	8339051;8339257;8339390;8339876	8339190;8339334;8339821;8340276	+;+;+;+	1051
FBgn0011762	3L;3L;3L	8340314;8342966;8343191	8340499;8343134;8344404	+;+;+	1569
FBgn0035877	3L;3L	8340785;8341147	8341083;8342876	+;+	2029
FBgn0001253	3L;3L;3L;3L;3L;3L;3L	8372405;8374745;8379145;8379854;8385729;8389629;8390263	8372583;8375071;8379316;8380150;8389558;8390178;8391171	+;+;+;+;+;+;+	6264
FBgn0035886	3L	8391540	8392377	+	838
FBgn0035888	3L;3L;3L;3L;3L;3L	8396000;8398086;8398987;8399659;8400082;8400749	8396185;8398364;8399046;8399943;8400689;8402295	+;+;+;+;+;+	2965
FBgn0035890	3L	8405454	8407354	+	1901
FBgn0010431	3L	8413012	8414103	+	1092
FBgn0020224	3L;3L;3L;3L;3L;3L	8424954;8426406;8426902;8427092;8427272;8429041	8425862;8426813;8427026;8427213;8428655;8432246	+;+;+;+;+;+	6154
FBgn0010825	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	8449922;8450648;8451775;8461972;8463004;8463301;8468135;8468339;8468544;8468867;8469410;8469565;8470088;8470285;8470431;8470755;8471152	8450457;8450687;8452128;8462103;8463237;8468074;8468258;8468483;8468704;8468923;8469493;8469691;8470187;8470379;8470483;8471039;8472669	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8819
FBgn0035901	3L;3L;3L;3L;3L	8510003;8510264;8510513;8510940;8511102	8510203;8510451;8510884;8511042;8513007	+;+;+;+;+	2770
FBgn0035903	3L;3L;3L;3L;3L;3L	8512767;8515071;8515384;8516513;8517200;8517316	8513073;8515165;8516450;8517066;8517258;8518738	+;+;+;+;+;+	3505
FBgn0035904	3L;3L	8518885;8519512	8518981;8520295	+;+	881
FBgn0024236	3L;3L;3L;3L;3L;3L;3L	8525244;8528712;8530560;8531217;8531635;8531867;8532941	8525704;8528780;8531149;8531565;8531804;8532874;8534503	+;+;+;+;+;+;+	4210
FBgn0035909	3L;3L;3L;3L;3L	8534977;8535374;8536168;8536891;8537082	8535186;8536092;8536643;8537016;8538013	+;+;+;+;+	2463
FBgn0260442	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	8545001;8546675;8555731;8557964;8560168;8561359;8561687;8562145;8562396;8562533;8563100;8563546;8563882;8563979;8564157;8568811;8570309;8570968;8571146;8572018;8572898;8573531	8545089;8546875;8555981;8558646;8560322;8561617;8562085;8562336;8562474;8563036;8563188;8563634;8563907;8564095;8568744;8569001;8570732;8571084;8571661;8572677;8573472;8574409	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11083
FBgn0060292	3L	8601473	8601552	+	80
FBgn0060291	3L	8601948	8602031	+	84
FBgn0035914	3L;3L;3L;3L;3L;3L;3L;3L	8604657;8607059;8608503;8609734;8613658;8614602;8614868;8615219	8604914;8607422;8608698;8610356;8613819;8614809;8615063;8617074	+;+;+;+;+;+;+;+	3863
FBgn0035915	3L;3L;3L	8617235;8618556;8619083	8618498;8619020;8619474	+;+;+	2121
FBgn0052351	3L;3L;3L	8619888;8621252;8621773	8621196;8621716;8622091	+;+;+	2093
FBgn0035918	3L;3L	8631509;8632380	8632301;8634069	-;-	2483
FBgn0035916	3L;3L;3L;3L;3L	8622039;8622411;8623077;8623608;8623755	8622358;8622934;8623549;8623687;8623901	-;-;-;-;-	1544
FBgn0017429	3L;3L;3L;3L	8602411;8602915;8603265;8603906	8602853;8603203;8603855;8604149	-;-;-;-	1567
FBgn0017430	3L;3L;3L;3L	8599442;8599831;8600087;8600663	8599766;8599997;8600604;8600879	-;-;-;-	1227
FBgn0035911	3L;3L;3L	8574407;8575599;8575781	8575496;8575724;8576078	-;-;-	1514
FBgn0035907	3L;3L;3L;3L	8523742;8523953;8524134;8524775	8523897;8524074;8524717;8524866	-;-;-;-	954
FBgn0035906	3L;3L;3L;3L	8521429;8521732;8522411;8523401	8521672;8522318;8523221;8523501	-;-;-;-	1743
FBgn0035902	3L;3L	8513874;8514700	8514641;8514921	-;-	990
FBgn0035900	3L;3L;3L;3L	8507469;8508040;8508333;8508977	8507981;8508235;8508878;8509763	-;-;-;-	2042
FBgn0035896	3L;3L	8443042;8449149	8444552;8449377	-;-	1740
FBgn0052354	3L;3L;3L;3L	8415857;8416585;8416839;8420841	8416523;8416782;8417859;8422205	-;-;-;-	3251
FBgn0035889	3L;3L	8402168;8404103	8404050;8405277	-;-	3058
FBgn0035887	3L	8392820	8393649	-	830
FBgn0001248	3L;3L;3L;3L;3L	8356404;8358016;8358556;8360329;8360793	8357935;8358125;8359086;8360475;8360906	-;-;-;-;-	2434
FBgn0035878	3L	8344421	8346382	-	1962
FBgn0053057	3L	8402168	8405277	-	3110
FBgn0028379	3L	8109132	8110043	+	912
FBgn0027549	3L;3L;3L;3L;3L;3L	8110368;8110730;8111178;8112112;8112494;8112782	8110654;8111106;8112044;8112438;8112714;8113406	+;+;+;+;+;+	2704
